judul,link
"Alvin Arifin, Dekan Muda FEB UNIBA Madura yang Tekun Menyulam Ilmu dan Inovasi dari Madura untuk Dunia",https://kabarmadura.id/alvin-arifin-dekan-muda-feb-uniba-madura-yang-tekun-menyulam-ilmu-dan-inovasi-dari-madura-untuk-dunia/
"Waspadai Ratusan Pinjol Ilegal, Ini Daftar Pinjol yang Diblokir",https://kabarmadura.id/waspadai-ratusan-pinjol-ilegal-ini-daftar-pinjol-yang-diblokir/
Kiper Muda Madura United Bangga Dipanggil TC Timnas Indonesia U-17,https://kabarmadura.id/kiper-muda-madura-united-bangga-dipanggil-tc-timnas-indonesia-u-17/
"Catatan Merah Renovasi SGMRP, Presiden Madura United: Bukan Salah Pemda, tapi Konsultan Pengawas!",https://kabarmadura.id/catatan-merah-renovasi-sgmrp-presiden-madura-united-bukan-salah-pemda-tapi-konsultan-pengawas/
"11 Perusahaan Rokok Ditunjuk Tempati APHT Sumenep, Satu Masih Proses Izin",https://kabarmadura.id/11-perusahaan-rokok-ditunjuk-tempati-apht-sumenep-satu-masih-proses-izin/
"Hasil Risk Assessment Stadion Disorot, Kadisporapar Pamekasan: Hari Ini Dirapatkan dengan Madura United!",https://kabarmadura.id/hasil-risk-assessment-stadion-disorot-kadisporapar-pamekasan-hari-ini-dirapatkan-dengan-madura-united/
"Ribuan Suporter Madura United Bersiap Demo Bupati Pamekasan, Ini Penyebabnya",https://kabarmadura.id/ribuan-suporter-madura-united-bersiap-demo-bupati-pamekasan-ini-penyebabnya/
"Rumput Menguning hingga Rigging Kamera Offside Labrak Aturan, Madura United Bisa Gagal Main di SGMRP Pamekasan",https://kabarmadura.id/rumput-menguning-hingga-rigging-kamera-offside-labrak-aturan-madura-united-bisa-gagal-main-di-sgmrp-pamekasan/
Cabor Atletik Tambah Koleksi Medali Kontingen Sumenep di Porprov Jatim IX 2025,https://kabarmadura.id/cabor-atletik-tambah-koleksi-medali-kontingen-sumenep-di-porprov-jatim-ix-2025/
"Emon Rifa’i, Dosen Muda yang Merintis dan Tumbuh Bersama Uniba Madura",https://kabarmadura.id/emon-rifai-dosen-muda-yang-merintis-dan-tumbuh-bersama-uniba-madura/
Akhirnya Pemkab Sumenep Cabut SK Kades Gelaman karena Cacat Administrasi,https://kabarmadura.id/akhirnya-pemkab-sumenep-cabut-sk-kades-gelaman-karena-cacat-administrasi/
Ini Harapan Suporter untuk Madura United Musim Depan,https://kabarmadura.id/ini-harapan-suporter-untuk-madura-united-musim-depan/
"Klasemen Sementara Porprov Jatim 2025: Pamekasan Tercecer di Peringkat 21, Kalah Jauh dari Bangkalan",https://kabarmadura.id/klasemen-sementara-porprov-jatim-2025-pamekasan-tercecer-di-peringkat-21-kalah-jauh-dari-bangkalan/
"Keterlibatan Istri Pelaku Penganiayaan Kurir JNT Disorot, Polres Pamekasan Akan Periksa Semua Saksi",https://kabarmadura.id/keterlibatan-istri-pelaku-penganiayaan-kurir-jnt-disorot-polres-pamekasan-akan-periksa-semua-saksi/
"Bangun 1.000 Lebih RTLH, Haji Her Bantu Presiden Entaskan Kemiskinan di Madura",https://kabarmadura.id/bangun-1-000-lebih-rtlh-haji-her-bantu-presiden-entaskan-kemiskinan-di-madura/
"Ski Air, Cabor Baru dengan Fasilitas Nol Mampu Sumbang Medali Emas untuk Sumenep",https://kabarmadura.id/ski-air-cabor-baru-dengan-fasilitas-nol-mampu-sumbang-medali-emas-untuk-sumenep/
Disdik Sampang Tunggu Regulasi Terapkan Program Sekolah Swasta Gratis,https://kabarmadura.id/disdik-sampang-tunggu-regulasi-terapkan-program-sekolah-swasta-gratis/
DPMD Sampang: Rp20 Juta dari Anggaran Dana Desa untuk Program Smart Village,https://kabarmadura.id/dpmd-sampang-rp20-juta-dari-anggaran-dana-desa-untuk-program-smart-village/
"Berkenalan dengan Hadiri Exco KUP Pojur, Pernah Jadi Satpam dan Karirnya Bersinar setelah Jumpa Prof. Achsanul Qosasi",https://kabarmadura.id/berkenalan-dengan-hadiri-exco-kup-pojur-pernah-jadi-satpam-dan-karirnya-bersinar-setelah-jumpa-prof-achsanul-qosasi/
"Diduga Jualan Pita, Bupati Sumenep Pilih Tangguhkan Sementara Pengajuan Izin PR",https://kabarmadura.id/diduga-jualan-pita-bupati-sumenep-pilih-tangguhkan-sementara-pengajuan-izin-pr/
"Lebih Dekat dengan Zia Ul Haq, Exco KUP Pojur yang Dikenal Pantang Menyerah dalam Meraih Kesuksesan",https://kabarmadura.id/lebih-dekat-dengan-zia-ul-haq-exco-kup-pojur-yang-dikenal-pantang-menyerah-dalam-meraih-kesuksesan/
"Banner UNIBA Madura Dekat STKIP Sumenep Viral, Rektor: Jangan Tergiring Opini Publik!",https://kabarmadura.id/banner-uniba-madura-dekat-stkip-sumenep-viral-rektor-jangan-tergiring-opini-publik/
Wakil Ketua DPRD Sumenep: SKK Migas dan Pemkab Diminta Beri Solusi Bijak,https://kabarmadura.id/wakil-ketua-dprd-sumenep-skk-migas-dan-pemkab-diminta-beri-solusi-bijak/
"Viral Penganiayaan Kurir di Pamekasan, Tabri Singgung Perlindungan Pekerja Kurir",https://kabarmadura.id/viral-penganiayaan-kurir-di-pamekasan-tabri-singgung-perlindungan-pekerja-kurir/
Membanggakan! Cabor Judo Sampang Raih 2 Medali Emas Porprov Jatim IX,https://kabarmadura.id/membanggakan-cabor-judo-sampang-raih-2-medali-emas-porprov-jatim-ix/
"Resmi Jadi Tersangka, Pelaku Penganiayaan Kurir di Pamekasan Terancam Pasal Berlapis",https://kabarmadura.id/resmi-jadi-tersangka-pelaku-penganiayaan-kurir-di-pamekasan-terancam-pasal-berlapis/
Tradisi Jamasan Keris Sumenep Akan Masuk Kalender Budaya Internasional,https://kabarmadura.id/tradisi-jamasan-keris-sumenep-akan-masuk-kalender-budaya-internasional/
"Sempat Disurvei, Warga Desa Daleman Sampang Tagih Janji Bansos RTLH",https://kabarmadura.id/sempat-disurvei-warga-desa-daleman-sampang-tagih-janji-bansos-rtlh/
"Slot Pemain Asing Madura United Lengkap, Ini Daftar Rapornya Musim Lalu",https://kabarmadura.id/slot-pemain-asing-madura-united-lengkap-ini-daftar-rapornya-musim-lalu/
"Kenali Pinjol Ilegal dan Legal, Berikut 96 Daftar Pinjol Resmi di OJK",https://kabarmadura.id/kenali-pinjol-ilegal-dan-legal-berikut-96-daftar-pinjol-resmi-di-ojk/
"Berakhir Damai, Bupati Pamekasan Tidak Akan Sanksi Kepala Pasar Kolpajung yang Pukul Pedagang Mie Ayam",https://kabarmadura.id/berakhir-damai-bupati-pamekasan-tidak-akan-sanksi-kepala-pasar-kolpajung-yang-pukul-pedagang-mie-ayam/
"Jukir Tidak Bertanggung Jawab, Warga Keluhkan Pungutan Parkir di Seputaran Alun-Alun Trunojoyo Sampang",https://kabarmadura.id/jukir-tidak-bertanggung-jawab-warga-keluhkan-pungutan-parkir-di-seputaran-alun-alun-trunojoyo-sampang/
Polisi Amankan Pelaku Penganiayaan Kurir JNT di Pamekasan,https://kabarmadura.id/polisi-amankan-pelaku-penganiayaan-kurir-jnt-di-pamekasan/
Cabor Petanque Sumenep Raih Medali Emas Perdana sepanjang Keikutsertaan di Porprov Jatim,https://kabarmadura.id/cabor-petanque-sumenep-raih-medali-emas-perdana-sepanjang-keikutsertaan-di-porprov-jatim/
"Tahun 2025 Tidak Ada Perbaikan Sekolah,  DAK Pendidikan Sumenep Menyusut",https://kabarmadura.id/tahun-2025-tidak-ada-perbaikan-sekolah-dak-pendidikan-sumenep-menyusut/
SKK Migas dan Pemkab Sumenep Diminta Tidak Memberi Penjelasan Formalitas,https://kabarmadura.id/skk-migas-dan-pemkab-sumenep-diminta-tidak-memberi-penjelasan-formalitas/
"Universitas Annuqayah Launching KKN Internasional Plus Umrah, Kirim 9 Mahasiswa ke Tanah Suci",https://kabarmadura.id/universitas-annuqayah-launching-kkn-internasional-plus-umrah-kirim-9-mahasiswa-ke-tanah-suci/
"Gagal Raih Hasil Maksimal di Porprov 2025, KNPI Sumenep: Memalukan!",https://kabarmadura.id/gagal-raih-hasil-maksimal-di-porprov-2025-knpi-sumenep-memalukan/
Sumenep Targetkan Penurunan Angka Stunting 10 Persen di 2025,https://kabarmadura.id/sumenep-targetkan-penurunan-angka-stunting-10-persen-di-2025/
"Indosat Ooredoo Hutchison Dukung Konektivitas Liburan Sekolah, Hadirkan Solusi Internet Hemat dan Andal untuk Pelanggan IM3 dan Tri",https://kabarmadura.id/indosat-ooredoo-hutchison-dukung-konektivitas-liburan-sekolah-hadirkan-solusi-internet-hemat-dan-andal-untuk-pelanggan-im3-dan-tri/
Pemeliharaan Jalan di Sumenep Menyusut Drastis akibat Efisiensi Anggaran,https://kabarmadura.id/pemeliharaan-jalan-di-sumenep-menyusut-drastis-akibat-efisiensi-anggaran/
DPRD Ingatkan Bantuan Seragam 17 Ribu Siswa dari Pemkab Sumenep harus Tepat Sasaran,https://kabarmadura.id/dprd-ingatkan-bantuan-seragam-17-ribu-siswa-dari-pemkab-sumenep-harus-tepat-sasaran/
Bank Jatim Sampang Pastikan Belum Ada Pengembalian Kerugian Negara dari CV KM,https://kabarmadura.id/bank-jatim-sampang-pastikan-belum-ada-pengembalian-kerugian-negara-dari-cv-km/
Presiden Madura United: Valeriy Bukan Sekadar Pemain Asing!,https://kabarmadura.id/presiden-madura-united-valeriy-bukan-sekadar-pemain-asing/
"Prof. Achsanul Qosasi: Musim Ini, Madura United Sangat Serius!",https://kabarmadura.id/prof-achsanul-qosasi-musim-ini-madura-united-sangat-serius/
Siti Hosna Desak Pembangunan Pustu di Pasongsongan Harus Optimal Fungsinya,https://kabarmadura.id/siti-hosna-desak-pembangunan-pustu-di-pasongsongan-harus-optimal-fungsinya/
Lelang Rekonstruksi Jalan Angon-angon–Pajanangger Ditetapkan Pemenangnya,https://kabarmadura.id/lelang-rekonstruksi-jalan-angon-angon-pajanangger-ditetapkan-pemenangnya/
DPRD Sumenep Minta Dinsos P3A Belajar dari Realisasi Program Hibah Kelembagaan Tahun Sebelumnya,https://kabarmadura.id/dprd-sumenep-minta-dinsos-p3a-belajar-dari-realisasi-program-hibah-kelembagaan-tahun-sebelumnya/
"Bupati Hadiri Porprov Jatim 2025, Cabor Binaan Kadisbudporapar Sumenep Gagal Total",https://kabarmadura.id/bupati-hadiri-porprov-jatim-2025-cabor-binaan-kadisbudporapar-sumenep-gagal-total/
"100 Hari Kerja, 32,7 Persen Masyarakat Kurang Puas Kinerja Bupati dan Wabup Sampang",https://kabarmadura.id/100-hari-kerja-327-persen-masyarakat-kurang-puas-kinerja-bupati-dan-wabup-sampang/
2 Perusahaan Rokok Calon Penghuni APHT Belum Urus Izin Operasional,https://kabarmadura.id/2-perusahaan-rokok-calon-penghuni-apht-belum-urus-izin-operasional/
Berkas Perkara Dukun Cabul di Pamekasan Dinyatakan Sudah P21,https://kabarmadura.id/berkas-perkara-dukun-cabul-di-pamekasan-dinyatakan-sudah-p21/
"DBHCHT Sumenep 2025 Naik Jadi Rp 62 Miliar, DPRD Desak Program Tepat Sasaran",https://kabarmadura.id/dbhcht-sumenep-2025-naik-jadi-rp-62-miliar-dprd-desak-program-tepat-sasaran/
"Bupati Sumenep Resmi Tunjuk Dirut Baru PT WUS, Harus Berbenah dan Lebih Baik",https://kabarmadura.id/bupati-sumenep-resmi-tunjuk-dirut-baru-pt-wus-harus-berbenah-dan-lebih-baik/
"Enam Izin Perusahaan Rokok Dicabut dan 52 Ditangguhkan, Hasil Evaluasi Ketat Pemkab Sumenep",https://kabarmadura.id/enam-izin-perusahaan-rokok-dicabut-dan-52-ditangguhkan-hasil-evaluasi-ketat-pemkab-sumenep/
"Pemkab Sumenep Siapkan Perbaikan Lapangan Giling, Targetkan untuk Ajang Bergengsi Piala Presiden",https://kabarmadura.id/pemkab-sumenep-siapkan-perbaikan-lapangan-giling-targetkan-untuk-ajang-bergengsi-piala-presiden/
"Nur Faizin Nilai Tidak Etis Pengangkatan Ulang Direksi Bank Jatim, Ini Alasannya",https://kabarmadura.id/nur-faizin-nilai-tidak-etis-pengangkatan-ulang-direksi-bank-jatim-ini-alasannya/
"Madura United Tambah Stok Pemain Muda, Datangkan Ferian Rizki dari Dewa United",https://kabarmadura.id/madura-united-tambah-stok-pemain-muda-datangkan-ferian-rizki-dari-dewa-united/
"Akibat Efisiensi Anggaran, Pekerjaan Infrastruktur Jalan di Sumenep Terdampak",https://kabarmadura.id/akibat-efisiensi-anggaran-pekerjaan-infrastruktur-jalan-di-sumenep-terdampak/
"Cetak Sejarah, Futsal Pamekasan Bawa Pulang Medali Perunggu dari Porprov Jatim 2025",https://kabarmadura.id/cetak-sejarah-futsal-pamekasan-bawa-pulang-medali-perunggu-dari-porprov-jatim-2025/
"SKK Migas Jabanusa Dinilai Tidak Profesional, Diduga Memantik Situasi Tidak Kondusif",https://kabarmadura.id/skk-migas-jabanusa-dinilai-tidak-profesional-diduga-memantik-situasi-tidak-kondusif/
Alarm Darurat di Laut Kepulauan Kangean,https://kabarmadura.id/alarm-darurat-di-laut-kepulauan-kangean/
"Pilkades Serentak di Sampang Ditunda, Anggaran Rp23 Miliar Dialihkan untuk Infrastruktur",https://kabarmadura.id/pilkades-serentak-di-sampang-ditunda-anggaran-rp23-miliar-dialihkan-untuk-infrastruktur/
"Tabrak Aturan, Poktan Desa Karang Penang Onjur Sampang Diduga Jual Pupuk Subsidi Di Atas HET",https://kabarmadura.id/tabrak-aturan-poktan-desa-karang-penang-onjur-sampang-diduga-jual-pupuk-subsidi-di-atas-het/
"Ditolak Warga Kangean, Manajemen PT KEI Sebut Media Provokator dan Penyebar Fitnah",https://kabarmadura.id/ditolak-warga-kangean-manajemen-pt-kei-sebut-media-provokator-dan-penyebar-fitnah/
Warga Kangean Tolak PT KEI Perpanjang Waktu Menguras Migas,https://kabarmadura.id/warga-kangean-tolak-pt-kei-perpanjang-waktu-menguras-migas/
Dishub Sampang Ambil Alih Pengelolaan Parkir di Kantor Dispendukcapil dari Pihak Ketiga,https://kabarmadura.id/dishub-sampang-ambil-alih-pengelolaan-parkir-di-kantor-dispendukcapil-dari-pihak-ketiga/
"Program Dinkes KB Sampang Gagal, Angka Stunting Naik 18,5 Persen",https://kabarmadura.id/program-dinkes-kb-sampang-gagal-angka-stunting-naik-185-persen/
"Tidak Terkalahkan, Futsal Pamekasan Melaju ke Semifinal Porprov Jatim 2025",https://kabarmadura.id/tidak-terkalahkan-futsal-pamekasan-melaju-ke-semifinal-porprov-jatim-2025/
Alfian Sebut Kasus Gebyar Batik Pamekasan Bisa Dilanjut Kembali,https://kabarmadura.id/alfian-sebut-kasus-gebyar-batik-pamekasan-bisa-dilanjut-kembali/
"Layanan Kerap Dikeluhkan Masyarakat, BPJS Kesehatan Pamekasan: Laporkan jika Ada Perlakuan Diskriminasi",https://kabarmadura.id/layanan-kerap-dikeluhkan-masyarakat-bpjs-kesehatan-pamekasan-laporkan-jika-ada-perlakuan-diskriminasi/
"17 Pengedar Diamankan, Duta GenRe Pamekasan Sebut Masalah Narkoba Butuh Perhatian Serius",https://kabarmadura.id/17-pengedar-diamankan-duta-genre-pamekasan-sebut-masalah-narkoba-butuh-perhatian-serius/
KONI Pamekasan Optimistis Pamekasan Naik Peringkat di Porprov Jatim 2025,https://kabarmadura.id/koni-pamekasan-optimistis-pamekasan-naik-peringkat-di-porprov-jatim-2025/
"Terdapat Izin Fiktif, 15 Daftar Lengkap Obat Bahan Alam yang Ditarik BPOM",https://kabarmadura.id/terdapat-izin-fiktif-15-daftar-lengkap-obat-bahan-alam-yang-ditarik-bpom/
"Rekrut Balotelli, AQ Singgung Posisi Pemain Asing yang Tidak Pernah Awet di Madura United",https://kabarmadura.id/rekrut-balotelli-aq-singgung-posisi-pemain-asing-yang-tidak-pernah-awet-di-madura-united/
Efisiensi Anggaran Pangkas Jatah Penerima PTSL 2025 Sumenep,https://kabarmadura.id/efisiensi-anggaran-pangkas-jatah-penerima-ptsl-2025-sumenep/
"Proyek Rabat Beton Kurang Volume, CV KM Belum Kembalikan Kerugian Negara Rp90 Juta ke Kasda",https://kabarmadura.id/proyek-rabat-beton-kurang-volume-cv-km-belum-kembalikan-kerugian-negara-rp90-juta-ke-kasda/
Mahasiswa Kangean Desak Pemkab Sumenep Berhenti Dukung Survei Seismik 3D PT GSI dan KEI,https://kabarmadura.id/mahasiswa-kangean-desak-pemkab-sumenep-berhenti-dukung-survei-seismik-3d-pt-gsi-dan-kei/
15 Nama Lolos Tes Potensi Komisi Informasi Sumenep,https://kabarmadura.id/15-nama-lolos-tes-potensi-komisi-informasi-sumenep/
Pemkab Sumenep Diminta Tidak Terjebak Euforia Angka-Angka Capaian Tanam Padi,https://kabarmadura.id/pemkab-sumenep-diminta-tidak-terjebak-euforia-angka-angka-capaian-tanam-padi/
"Ribuan Aset Belum Bersertifikat, Pemkab Sampang Anggarkan Rp2 Miliar Proses 800 Tanah Kantongi Legalitas",https://kabarmadura.id/ribuan-aset-belum-bersertifikat-pemkab-sampang-anggarkan-rp2-miliar-proses-800-tanah-kantongi-legalitas/
Akhmadi Yazid Dukung Penolakan Survei Seismik 3D di Perairan Kangean,https://kabarmadura.id/akhmadi-yazid-dukung-penolakan-survei-seismik-3d-di-perairan-kangean/
210 Kopdes Merah Putih di Sumenep Resmi Berstatus Badan Hukum,https://kabarmadura.id/210-kopdes-merah-putih-di-sumenep-resmi-berstatus-badan-hukum/
Tim Voli Pantai Sumenep Sapu Bersih Laga Perdana Porprov Jatim,https://kabarmadura.id/tim-voli-pantai-sumenep-sapu-bersih-laga-perdana-porprov-jatim/
Pesantren Hidayatut Thullab Almas&#8217;udi Sampang Lahirkan Atlet Pencak Silat Berbakat,https://kabarmadura.id/pesantren-hidayatut-thullab-almasudi-sampang-lahirkan-atlet-pencak-silat-berbakat/
"Tidak Puas dengan Vonis Zamahsyari, Kejari Pamekasan Ajukan Banding",https://kabarmadura.id/tidak-puas-dengan-vonis-zamahsyari-kejari-pamekasan-ajukan-banding/
"Pengumuman Hasil SPMB Jatim Tahap 2 Berlangsung, Dokumen Penting untuk Daftar Ulang yang Wajib Diketahui",https://kabarmadura.id/pengumuman-hasil-spmb-jatim-tahap-2-berlangsung-dokumen-penting-untuk-daftar-ulang-yang-wajib-diketahui/
Futsal Pamekasan Keluhkan Minim Dukungan Pemkab di Porprov Jatim 2025,https://kabarmadura.id/futsal-pamekasan-keluhkan-minim-dukungan-pemkab-di-porprov-jatim-2025/
Pertumbuhan Industri Rokok di Pamekasan Meningkat,https://kabarmadura.id/pertumbuhan-industri-rokok-di-pamekasan-meningkat/
"Gegara Syarat Tambahan, Baru 10 Desa di Pamekasan yang Ajukan Pencairan DD Tahap 2",https://kabarmadura.id/gegara-syarat-tambahan-baru-10-desa-di-pamekasan-yang-ajukan-pencairan-dd-tahap-2/
"Tidak Tersentuh Pemerintah, Warga Desa Daleman Sampang Perbaiki Sendiri Jembatan Rusak",https://kabarmadura.id/tidak-tersentuh-pemerintah-warga-desa-daleman-sampang-perbaiki-sendiri-jembatan-rusak/
PLN UP3 Madura Perkuat Peran Strategis PLN sebagai Pilar Kedaulatan Energi melalui Akademi Yantek 2025,https://kabarmadura.id/pln-up3-madura-perkuat-peran-strategis-pln-sebagai-pilar-kedaulatan-energi-melalui-akademi-yantek-2025/
Pemkab Pamekasan Berencana Lakukan Pemisahan dan Penggabungan OPD,https://kabarmadura.id/pemkab-pamekasan-berencana-lakukan-pemisahan-dan-penggabungan-opd/
"LPG 3 Kg Melimpah di Atas Kertas, Kenyataanya Langka di Lapangan dan Harga di Atas HET",https://kabarmadura.id/lpg-3-kg-melimpah-di-atas-kertas-kenyataanya-langka-di-lapangan-dan-harga-di-atas-het/
Budayawan Anggap Peristiwa Pagar Roboh di Arena Karapan Sapi Disebut Memalukan,https://kabarmadura.id/budayawan-anggap-peristiwa-pagar-roboh-di-arena-karapan-sapi-disebut-memalukan/
Rencana Pembangunan Kantor DPRD Pamekasan Tunggu Kepastian Lokasi,https://kabarmadura.id/rencana-pembangunan-kantor-dprd-pamekasan-tunggu-kepastian-lokasi/
AMSP Desak Kejagung Ungkap Tersangka Kasus Korupsi BSPS Sumenep,https://kabarmadura.id/amsp-desak-kejagung-ungkap-tersangka-kasus-korupsi-bsps-sumenep/
Buruh Pabrik Penerima BLT DBHCHT di Pamekasan Berpotensi Meningkat,https://kabarmadura.id/buruh-pabrik-penerima-blt-dbhcht-di-pamekasan-berpotensi-meningkat/
"Tim Basket Putri Sumenep Pulang Lebih Awal, Gagal Lolos ke Perempat Final Porprov Jatim IX",https://kabarmadura.id/tim-basket-putri-sumenep-pulang-lebih-awal-gagal-lolos-ke-perempat-final-porprov-jatim-ix/
"Dugaan Pemotongan Dana BOSP, Ketua Komisi IV DPRD Sampang Salahkan Lembaga Pendidikan",https://kabarmadura.id/dugaan-pemotongan-dana-bosp-ketua-komisi-iv-dprd-sampang-salahkan-lembaga-pendidikan/
"Anggaran Porprov Jatim 2025 di Pamekasan Cair Utuh Rp2 Miliar, KONI Belum Bicara Bonus Atlet",https://kabarmadura.id/anggaran-porprov-jatim-2025-di-pamekasan-cair-utuh-rp2-miliar-koni-belum-bicara-bonus-atlet/
"Penyelidikan Kasus Gebyar Batik Pamekasan Dihentikan, Bukti Kepemimpinan Baddrut Tamam Bersih",https://kabarmadura.id/penyelidikan-kasus-gebyar-batik-pamekasan-dihentikan-bukti-kepemimpinan-baddrut-tamam-bersih/
Kuota Haji Diumumkan 10 Juli; Cek Sejumlah Aturan Baru Penyelenggaraan Haji  2026,https://kabarmadura.id/kuota-haji-diumumkan-10-juli-cek-sejumlah-aturan-baru-penyelenggaraan-haji-2026/
"Pemkab Sampang Belum Terapkan WFA, Ini Alasannya",https://kabarmadura.id/pemkab-sampang-belum-terapkan-wfa-ini-alasannya/
Pemkab Sampang Baru Terapkan Transaksi Non Tunai terhadap Dana Desa,https://kabarmadura.id/pemkab-sampang-baru-terapkan-transaksi-non-tunai-terhadap-dana-desa/
21 Daftar Layanan Kesehatan yang Tidak Ditanggung BPJS Kesehatan,https://kabarmadura.id/21-daftar-layanan-kesehatan-yang-tidak-ditanggung-bpjs-kesehatan/
"Lokasi Kerja Fleksibel, Berikut ASN yang Boleh Terapkan WFA",https://kabarmadura.id/lokasi-kerja-fleksibel-berikut-asn-yang-boleh-terapkan-wfa/
"Berlangsung Dua Hari, Begini Alur Pendaftaran SPMB 2025 Tahap II Jatim",https://kabarmadura.id/berlangsung-dua-hari-begini-alur-pendaftaran-spmb-2025-tahap-ii-jatim/
"Pemkab Pamekasan Belum Ajukan Kebutuhan CASN 2026, Menunggu Surat dari BKN",https://kabarmadura.id/pemkab-pamekasan-belum-ajukan-kebutuhan-casn-2026-menunggu-surat-dari-bkn/
DPRKP Pamekasan Bakal Usulkan Penambahan Penerima RTLH Melalui APBD Perubahan,https://kabarmadura.id/dprkp-pamekasan-bakal-usulkan-penambahan-penerima-rtlh-melalui-apbd-perubahan/
"Pagar Roboh, Kerapan Sapi Sumenep Makan Korban Jiwa",https://kabarmadura.id/pagar-roboh-kerapan-sapi-sumenep-makan-korban-jiwa/
"Dua Perusahaan Kaveling Lahan Pesisir, DPMPTSP Sampang: Belum Pernah Ada Pembahasan Penanaman Modal",https://kabarmadura.id/dua-perusahaan-kaveling-lahan-pesisir-dpmptsp-sampang-belum-pernah-ada-pembahasan-penanaman-modal/
"Tiga Bulan, Jalan Ruas Gunung Eleh, Kecamatan Kedungdung Sampang Tidak Kunjung Diperbaiki",https://kabarmadura.id/tiga-bulan-jalan-ruas-gunung-eleh-kecamatan-kedungdung-sampang-tidak-kunjung-diperbaiki/
"Percepat Tanam Padi Musim Kemarau, Cara Pemkab Sampang Dukung Swasembada Pangan Nasional",https://kabarmadura.id/percepat-tanam-padi-musim-kemarau-cara-pemkab-sampang-dukung-swasembada-pangan-nasional/
Ramzi Minta Sosialisasi KTR Ditingkatkan hingga Lingkungan Keluarga,https://kabarmadura.id/ramzi-minta-sosialisasi-ktr-ditingkatkan-hingga-lingkungan-keluarga/
Sumenep Kirim Atlet Takraw Khusus dari Masalembu untuk Porprov Jatim,https://kabarmadura.id/sumenep-kirim-atlet-takraw-khusus-dari-masalembu-untuk-porprov-jatim/
"Usai Kalahkan Ponorogo, Futsal Pamekasan Waspadai Ngawi",https://kabarmadura.id/usai-kalahkan-ponorogo-futsal-pamekasan-waspadai-ngawi/
Legislator Sumenep Hanafi Minta Masyarakat Kawal Proyek Jalan Pabian–Kangayan,https://kabarmadura.id/legislator-sumenep-hanafi-minta-masyarakat-kawal-proyek-jalan-pabian-kangayan/
Darul Hasyim Fath Desak Percepatan Listrik di Masalembu,https://kabarmadura.id/darul-hasyim-fath-desak-percepatan-listrik-di-masalembu/
"Efisiensi Anggaran, Bupati Sumenep Pertimbangkan Pangkas TPP",https://kabarmadura.id/efisiensi-anggaran-bupati-sumenep-pertimbangkan-pangkas-tpp/
"Usulan Pemotongan TPP Karena Efisiensi, Legislatif Sumenep Pasrahkan ke Bupati",https://kabarmadura.id/usulan-pemotongan-tpp-karena-efisiensi-legislatif-sumenep-pasrahkan-ke-bupati/
Dari Keamanan Menuju Kepercayaan: Jalan Panjang Pengabdian Polri,https://kabarmadura.id/dari-keamanan-menuju-kepercayaan-jalan-panjang-pengabdian-polri/
"Pembangunan Infrastruktur Tidak Maksimal di Era Efisiensi, TPP ASN Minta Dievaluasi",https://kabarmadura.id/pembangunan-infrastruktur-tidak-maksimal-di-era-efisiensi-tpp-asn-minta-dievaluasi/
"Masyarakat Harus Tahu, Ini Penjelasan Polres Pamekasan tentang Bahaya ODOL",https://kabarmadura.id/masyarakat-harus-tahu-ini-penjelasan-polres-pamekasan-tentang-bahaya-odol/
"Kerja Bakti di Gereja, Cara Taktis Polwan Polres Pamekasan Rawat Toleransi",https://kabarmadura.id/kerja-bakti-di-gereja-cara-taktis-polwan-polres-pamekasan-rawat-toleransi/
"Percepat Pembangunan Dapur MBG Pesantren, PIP, BGN dan KPPM RI Teken MoU",https://kabarmadura.id/percepat-pembangunan-dapur-mbg-pesantren-pip-bgn-dan-kppm-ri-teken-mou/
"Maisyaroh Bertanding dengan Sakit Rusuk, Sukses Rebut Medali Perunggu Cabor Hapkido di Prorprov IX Jatim",https://kabarmadura.id/maisyaroh-bertanding-dengan-sakit-rusuk-sukses-rebut-medali-perunggu-cabor-hapkido-di-prorprov-ix-jatim/
RSUD dr. H. Moh. Anwar Sumenep Pelopor Akses Layanan Kesehatan Spesialis di Daerah,https://kabarmadura.id/rsud-dr-h-moh-anwar-sumenep-pelopor-akses-layanan-kesehatan-spesialis-di-daerah/
Pansus IV DPRD Sumenep Komitmen Kebut Pembahasan Raperda Keris,https://kabarmadura.id/pansus-iv-dprd-sumenep-komitmen-kebut-pembahasan-raperda-keris/
Langkah Lunglai Penanganan Korupsi Gebyar Batik Pamekasan,https://kabarmadura.id/langkah-lunglai-penanganan-korupsi-gebyar-batik-pamekasan/
Madura United Kenalkan Kiper Muda Berlabel Timnas,https://kabarmadura.id/madura-united-kenalkan-kiper-muda-berlabel-timnas/
"Terkendala Administrasi, 73 Hand Traktor di Sampang Belum Tersalurkan ke Poktan",https://kabarmadura.id/terkendala-administrasi-73-hand-traktor-di-sampang-belum-tersalurkan-ke-poktan/
DLH Pamekasan Siapkan 5 Sekolah Menuju Adiwiyata Provinsi,https://kabarmadura.id/dlh-pamekasan-siapkan-5-sekolah-menuju-adiwiyata-provinsi/
Nominal Santunan Jemaah Haji Meninggal Belum Jelas,https://kabarmadura.id/nominal-santunan-jemaah-haji-meninggal-belum-jelas/
